"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"1999","Themis2","intracellSignaling","otherIntracellSignaling",NA,"0.32318",1929,"Immune",0.00425859558884187,1,1,0,"ENSMUSG00000037731",1.60205999132796,3.28533222764388
"2000","Themis3","intracellSignaling","otherIntracellSignaling",NA,"0.43106",1707,"Immune",0.0016265059501831,1,1,0,"ENSMUSG00000024105",0.778151250383644,3.23223352111473
"2001","Thoc2l","Control",NA,NA,"0.11937",4767,"Control",1.18402578445375e-06,1,1,0,"ENSMUSG00000097392",2.01283722470517,3.67824515192704
"2002","Thumpd2","Control",NA,NA,"0.42839",1581,"Control",9.26621562146455e-07,0.0173345354481225,1,1,"ENSMUSG00000024246",1.75587485567249,3.19893186993221
"2003","Thy1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.30557",483,"Immune",8.70941661965277e-05,0.00206556131632391,1,1,"ENSMUSG00000032011",2.59549622182557,2.68394713075151
"2004","Ticam1","intracellSignaling","Adaptor","Adaptor","0.41735",2103,"Immune",0.0492520826183258,1,1,0,"ENSMUSG00000047123",2.20411998265592,3.32283927268632
"2005","Ticam2","intracellSignaling","Adaptor","Adaptor","0.2403",696,"Immune",0.900785675799933,1,0,0,"ENSMUSG00000056130",2.25527250510331,2.84260923961056
"2006","Tifa","intracellSignaling","Adaptor","Adaptor","0.10442",555,"Immune",1,1,0,0,"ENSMUSG00000046688",1.44715803134222,2.74429298312268
"2007","Tirap","intracellSignaling","Adaptor","Adaptor","0.22973",693,"Immune",0.00297626308664279,0.61746433487798,1,0,"ENSMUSG00000032041",1.89762709129044,2.84073323461181
"2008","Tjp2","Control",NA,NA,"0.09489",3552,"Control",0.0192066743060855,1,1,0,"ENSMUSG00000024812",2.14301480025409,3.55047295710656
"2009","Tkfc","Control",NA,NA,"0.31184",1734,"Control",2.92540248369082e-05,0.00985157465402031,1,1,"ENSMUSG00000034371",1.54406804435028,3.23904909314019
"2010","Tktl2","Control",NA,NA,"0.15697",1881,"Control",0.0529408052584908,1,0,0,"ENSMUSG00000025519",2.26245108973043,3.27438879555038
"2011","Tle5","Control",NA,NA,"0.00416",591,"Control",1,1,0,0,"ENSMUSG00000054452",1.49136169383427,2.77158748088126
"2012","Tll2","Control",NA,NA,"0.07893",3027,"Control",0.00319217219128977,1,1,0,"ENSMUSG00000025013",1.57978359661681,3.48101242095657
"2013","Tlr1","PRR","PRR","CellWallComponents","0.44881",2385,"Immune",7.50157511866043e-15,6.77157366508365e-09,1,1,"ENSMUSG00000044827",2.34439227368511,3.37748838337613
"2014","Tlr11","PRR","PRR","CellWallComponents","0.47185",2778,"Immune",1.85649241091212e-08,1.93104858724122e-05,1,1,"ENSMUSG00000051969",1.77815125038364,3.4437322414016
"2015","Tlr12","PRR","PRR","CellWallComponents","0.47082",2706,"Immune",0,0,1,1,"ENSMUSG00000062545",1.73239375982297,3.4323277922616
"2016","Tlr13","PRR","PRR","NucleicAcids","0.36397",2919,"Immune",1.57267686247212e-06,0.00517181862007098,1,1,"ENSMUSG00000033777",1.83250891270624,3.46523409498801
"2017","Tlr2","PRR","PRR","CellWallComponents","0.30749",2352,"Immune",2.44673797859579e-09,0.000379255727739328,1,1,"ENSMUSG00000027995",2.75204844781944,3.3714373174041
"2018","Tlr3","PRR","PRR","NucleicAcids","0.21883",2715,"Immune",0.0408367030296122,1,1,0,"ENSMUSG00000031639",2.59439255037543,3.43376983392487
"2019","Tlr4","PRR","PRR","CellWallComponents","0.46582",2514,"Immune",0,1.95978649975004e-13,1,1,"ENSMUSG00000039005",2.92890769024395,3.40036527334994
"2021","Tlr6","PRR","PRR","CellWallComponents","0.4061",2418,"Immune",1.53765619765609e-11,1.20804169873609e-07,1,1,"ENSMUSG00000051498",2.29003461136252,3.38345629652475
"2022","Tlr7","PRR","PRR","NucleicAcids","0.33901",3150,"Immune",0,0,1,1,"ENSMUSG00000044583",2.57978359661681,3.4983105537896
"2023","Tlr8","PRR","PRR","NucleicAcids","0.45628",3093,"Immune",0,0,1,1,"ENSMUSG00000040522",2.29885307640971,3.49037992000318
"2024","Tlr9","PRR","PRR","NucleicAcids","0.25068",3087,"Immune",0,0,1,1,"ENSMUSG00000045322",2.62531245096167,3.4895366294821
"2025","Tm4sf1","Control",NA,NA,"0.34954",603,"Control",0.284463255075127,1,0,0,"ENSMUSG00000027800",1.20411998265592,2.78031731214015
"2026","Tmem106a","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.36403",780,"Immune",2.05276471374593e-05,0.000471030260530884,1,1,"ENSMUSG00000034947",0.903089986991944,2.89209460269048
"2027","Tmem161a","Control",NA,NA,"0.14471",1440,"Control",0.560508482606097,1,0,0,"ENSMUSG00000002342",1.38021124171161,3.15836249209525
"2028","Tmem203","Control",NA,NA,"0.03075",408,"Control",0.00236211452443508,0.411740118494903,1,0,"ENSMUSG00000078201",0.903089986991944,2.61066016308988
"2029","Tmem218","Control",NA,NA,"0.20392",345,"Control",0.995808377373567,1,0,0,"ENSMUSG00000032121",1.47712125471966,2.53781909507327
"2030","Tmem267","Control",NA,NA,"0.28747",705,"Control",1,1,0,0,"ENSMUSG00000074634",1.17609125905568,2.8481891169914
"2031","Tmem33","intracellSignaling","otherIntracellSignaling",NA,"0.01343",741,"Immune",0.619078724885358,1,0,0,"ENSMUSG00000037720",1.43136376415899,2.86981820797933
"2032","Tmem38b","Control",NA,NA,"0.28538",864,"Control",0.178609065264906,1,0,0,"ENSMUSG00000028420",1.54406804435028,2.93651374247889
"2033","Tmem43","intracellSignaling","otherIntracellSignaling",NA,"0.05637",1200,"Immune",0.0183758380755785,1,1,0,"ENSMUSG00000030095",1.79239168949825,3.07918124604762
"2034","Tmem68","Control",NA,NA,"0.08752",987,"Control",1,1,0,0,"ENSMUSG00000028232",1.50514997831991,2.99431715266964
"2035","Tmem98",NA,NA,NA,"0.01839",678,"Immune",1,1,0,0,"ENSMUSG00000035413",1.30102999566398,2.83122969386706
"2036","Tmod1","Control",NA,NA,"0.01623",1077,"Control",1,1,0,0,"ENSMUSG00000028328",2.05307844348342,3.03221570329798
"2037","Tnf","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.08573",705,"Immune",1,1,0,0,"ENSMUSG00000024401",3.21879799811174,2.8481891169914
"2038","Tnfaip3","intracellSignaling","otherIntracellSignaling",NA,"0.1127",2328,"Immune",0.00328514283291384,1,1,0,"ENSMUSG00000019850",2.28555730900777,3.36698297597785
"2039","Tnfrsf11a","CytoChemoRecept","CytoChemoRecept","CCRecept","0.27692",1884,"Immune",0.427329761870405,1,0,0,"ENSMUSG00000026321",1.97772360528885,3.27508089845686
"2040","Tnfrsf13b","CytoChemoRecept","CytoChemoRecept","CCRecept","0.22329",705,"Immune",1,1,0,0,"ENSMUSG00000010142",1.88081359228079,2.8481891169914
"2041","Tnfrsf13c","CytoChemoRecept","CytoChemoRecept","CCRecept","0.31076",582,"Immune",1,1,0,0,"ENSMUSG00000068105",2.1846914308176,2.76492298464989
"2042","Tnfrsf14","CytoChemoRecept","CytoChemoRecept","CCRecept","0.46091",768,"Immune",3.2493447152014e-06,0.0001153264725644,1,1,"ENSMUSG00000042333",1.79239168949825,2.88536122003151
"2043","Tnfrsf17","CytoChemoRecept","CytoChemoRecept","CCRecept","0.47711",555,"Immune",0.455979348946044,1,0,0,"ENSMUSG00000022496",1.77815125038364,2.74429298312268
"2044","Tnfrsf1b","CytoChemoRecept","CytoChemoRecept","CCRecept","0.39389",1392,"Immune",3.31051952574859e-09,6.56571351153829e-05,1,1,"ENSMUSG00000028599",2.22788670461367,3.14363923527454
"2045","Tnfrsf21","CytoChemoRecept","CytoChemoRecept","CCRecept","0.10286",1962,"Immune",0.17263034930568,1,0,0,"ENSMUSG00000023915",1.55630250076729,3.29269900304393
"2047","Tnfrsf4","CytoChemoRecept","CytoChemoRecept","CCRecept","0.37026",813,"Immune",0.226365463747167,1,0,0,"ENSMUSG00000029075",2.29446622616159,2.91009054559407
"2048","Tnfsf10","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.34669",867,"Immune",1,1,0,0,"ENSMUSG00000039304",2.11727129565576,2.93801909747621
"2049","Tnfsf11","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.14414",954,"Immune",0.796425228872844,1,0,0,"ENSMUSG00000022015",2.54406804435028,2.9795483747041
"2052","Tnfsf13b","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.19964",819,"Immune",1,1,0,0,"ENSMUSG00000031497",2.38201704257487,2.91328390176042
"2053","Tnfsf14","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.1505",711,"Immune",0.686326591220641,1,0,0,"ENSMUSG00000005824",1.92941892571429,2.85186960072977
"2054","Tnfsf15","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.43979",786,"Immune",8.75056689990225e-05,0.015685743004371,1,1,"ENSMUSG00000050395",1.7481880270062,2.89542254603941
"2055","Tnfsf18","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.634",519,"Immune",0.00506999409723457,0.0160796853599586,1,1,"ENSMUSG00000066755",1.68124123737559,2.71516735784846
"2056","Tnfsf4","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.53367",585,"Immune",0.296390935072937,1,0,0,"ENSMUSG00000026700",2.16435285578444,2.76715586608218
"2057","Tnfsf8","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.31636",717,"Immune",0.000769278135318947,0.733689455774709,1,0,"ENSMUSG00000028362",1.77815125038364,2.8555191556678
"2058","Tnfsf9","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.60746",909,"Immune",2.71810517549151e-09,2.65345879747213e-08,1,1,"ENSMUSG00000035678",1.90848501887865,2.95856388322197
"2059","Tnip1","Control",NA,NA,"0.1863",1911,"Control",0.228962616799533,1,0,0,"ENSMUSG00000020400",1.83250891270624,3.28126068705501
"2060","Tnip2","intracellSignaling","otherIntracellSignaling",NA,"0.27638",1287,"Immune",0.000167320550918505,0.0196691112493559,1,1,"ENSMUSG00000059866",1.50514997831991,3.10957854690439
"2061","Tob1","Control",NA,NA,"0.03947",966,"Control",1,1,0,0,"ENSMUSG00000037573",1.34242268082221,2.98497712641549
"2062","Tollip","intracellSignaling","Adaptor","Adaptor","0.01875",822,"Immune",0.552112812453019,1,0,0,"ENSMUSG00000025139",1.81954393554187,2.91487181754005
"2063","Tomm40l","Control",NA,NA,"0.05526",924,"Control",0.0509443847806851,1,0,0,"ENSMUSG00000005674",1.94448267215017,2.96567197122011
"2064","Tomt","Control",NA,NA,"0.10817",774,"Control",1,1,0,0,"ENSMUSG00000078630",1.86923171973098,2.88874096068289
"2065","Tox","intracellSignaling","TranscrFact","TranscrFact","0.0716",1578,"Immune",1,1,0,0,"ENSMUSG00000041272",0.845098040014257,3.1981069988734
"2066","Tpbg","Control",NA,NA,"0.13165",1278,"Control",0.000769093604889567,0.28993621188989,1,0,"ENSMUSG00000035274",1.25527250510331,3.10653085382238
"2067","Tpd52",NA,NA,NA,"0.16737",744,"Immune",0.107870061854343,1,0,0,"ENSMUSG00000027506",1.78532983501077,2.87157293554588
"2068","Tprgl","Control",NA,NA,"0.03412",798,"Control",0.764457517977503,1,0,0,"ENSMUSG00000029030",1.36172783601759,2.90200289135073
"2070","Traf2","intracellSignaling","Adaptor","Adaptor","0.10352",1524,"Immune",0.131043157567193,1,0,0,"ENSMUSG00000026942",2.40483371661994,3.18298496700358
"2071","Traf3","intracellSignaling","Adaptor","Adaptor","0.03545",1701,"Immune",0.0894774165840991,1,0,0,"ENSMUSG00000021277",2.46089784275655,3.23070431361257
"2072","Traf3ip2","intracellSignaling","Adaptor","Adaptor","0.30198",1638,"Immune",0.818039105347925,1,0,0,"ENSMUSG00000019842",1.56820172406699,3.2143138974244
"2073","Traf3ip3","Control",NA,NA,"0.43706",1524,"Control",1.57267686247212e-06,0.00128422749049473,1,1,"ENSMUSG00000037318",1.67209785793572,3.18298496700358
"2074","Traf4","intracellSignaling","Adaptor","Adaptor","0.01138",1410,"Immune",0.0398449136311364,1,1,0,"ENSMUSG00000017386",1.7481880270062,3.14921911265538
"2075","Traf6","intracellSignaling","Adaptor","Adaptor","0.10877",1590,"Immune",1,1,0,0,"ENSMUSG00000027164",2.66651798055488,3.20139712432045
"2076","Trank1","Control",NA,NA,"0.16543",8997,"Control",0.00992673890635135,1,1,0,"ENSMUSG00000062296",1.30102999566398,3.95409772047919
"2077","Trappc8","Control",NA,NA,"0.10762",4302,"Control",0.0589956350839853,1,0,0,"ENSMUSG00000033382",1.85733249643127,3.63367040605144
"2078","Trat1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.4826",597,"Immune",0.000634821126883529,0.00192269209248073,1,1,"ENSMUSG00000030775",2.12710479836481,2.77597433112937
"2079","Trdmt1","Control",NA,NA,"0.2429",1242,"Control",0.0921380426189663,1,0,0,"ENSMUSG00000026723",1.94939000664491,3.09412159584056
"2081","Trem2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.483",750,"Immune",0.0027124979686102,0.0575199673519184,1,0,"ENSMUSG00000023992",2.34830486304816,2.8750612633917
"2082","Trem3","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.60466",534,"Immune",0.00680003498062978,0.0428575258911185,1,1,"ENSMUSG00000041754",1.38021124171161,2.72754125702856
"2083","Treml2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.46513",963,"Immune",0.00409039564203701,0.20173314315484,1,0,"ENSMUSG00000071068",1.5910646070265,2.98362628712453
"2084","Treml4","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.62346",792,"Immune",9.20271235937964e-07,0.00101621275001174,1,1,"ENSMUSG00000051682",1.38021124171161,2.89872518158949
"2085","Trex1",NA,NA,NA,"0.39709",933,"Immune",2.15496807375948e-09,3.07504947621713e-05,1,1,"ENSMUSG00000049734",1.73239375982297,2.9698816437465
"2086","Trim10","intracellSignaling","Ubiquitinase","Ubiquitinase","0.13676",1467,"Immune",0.68504461065655,1,0,0,"ENSMUSG00000073400",1.43136376415899,3.16643011384328
"2087","Trim11","Effector","Effector","RestrFact","0.06001",1419,"Immune",0.244905260081027,1,0,0,"ENSMUSG00000020455",1.41497334797082,3.15198239545747
"2090","Trim13","intracellSignaling","Ubiquitinase","Ubiquitinase","0.173",1227,"Immune",0.868736006509305,1,0,0,"ENSMUSG00000035235",1.43136376415899,3.088844562727
"2091","Trim14","intracellSignaling","Ubiquitinase","Ubiquitinase","0.17893",1308,"Immune",0.273909877442315,1,0,0,"ENSMUSG00000039853",1.65321251377534,3.11660774398825
"2092","Trim2","Effector","Effector","RestrFact","0.01806",2310,"Immune",0.000349391109091123,1,1,0,"ENSMUSG00000027993",1.27875360095283,3.36361197989214
"2093","Trim21","intracellSignaling","Ubiquitinase","Ubiquitinase","0.32174",1392,"Immune",0.000210508358985017,0.515177713989546,1,0,"ENSMUSG00000030966",2.17318626841227,3.14363923527454
"2094","Trim25","intracellSignaling","Ubiquitinase","Ubiquitinase","0.22685",1908,"Immune",2.37846956060787e-11,1.93104858724122e-05,1,1,"ENSMUSG00000000275",2.1846914308176,3.28057837036808
"2095","Trim26","intracellSignaling","Ubiquitinase","Ubiquitinase","0.05513",1617,"Immune",0.0520094234510231,1,0,0,"ENSMUSG00000024457",1.64345267648619,3.2087100199064
"2096","Trim27","intracellSignaling","Ubiquitinase","Ubiquitinase","0.01136",1539,"Immune",1,1,0,0,"ENSMUSG00000021326",1.83884909073726,3.18723861983148
"2097","Trim28","intracellSignaling","Ubiquitinase","Ubiquitinase","0.05795",2469,"Immune",1,1,0,0,"ENSMUSG00000005566",2.59659709562646,3.39252108993193
"2098","Trim29","intracellSignaling","Ubiquitinase","Ubiquitinase","0.04575",1761,"Immune",0.262138978012437,1,0,0,"ENSMUSG00000032013",1.67209785793572,3.24575935596728
"2103","Trim31","intracellSignaling","Ubiquitinase","Ubiquitinase","0.61688",1509,"Immune",1.66873177578828e-07,3.55612518397036e-05,1,1,"ENSMUSG00000058063",1.68124123737559,3.17868923977559
"2104","Trim32","Effector","Effector","RestrFact","0.0373",1965,"Immune",0.160779986448381,1,0,0,"ENSMUSG00000051675",1.94448267215017,3.29336255471145
"2107","Trim35","Effector","Effector","RestrFact","0.03643",1533,"Immune",0.0290687412504709,1,1,0,"ENSMUSG00000022043",1,3.18554215485437
"2108","Trim38","intracellSignaling","Ubiquitinase","Ubiquitinase","0.72951",1404,"Immune",1.26349860155108e-05,0.000152392053788178,1,1,"ENSMUSG00000064140",1.55630250076729,3.14736710779379
"2109","Trim40","intracellSignaling","Ubiquitinase","Ubiquitinase","0.42462",744,"Immune",0.26487893137987,1,0,0,"ENSMUSG00000073399",1.46239799789896,2.87157293554588
"2110","Trim41","Effector","Effector","RestrFact","0.0338",1848,"Immune",1,1,0,0,"ENSMUSG00000040365",1.44715803134222,3.26670196688409
"2112","Trim54","Control",NA,NA,"0.02642",1089,"Control",1,1,0,0,"ENSMUSG00000062077",1.89762709129044,3.03702787975578
"2113","Trim56","intracellSignaling","Ubiquitinase","Ubiquitinase","0.10392",2430,"Immune",2.80690217382688e-08,0.800368041649299,1,0,"ENSMUSG00000043279",1.75587485567249,3.38560627359831
"2114","Trim59","intracellSignaling","Ubiquitinase","Ubiquitinase","0.15002",1212,"Immune",0.000668709013025997,0.16599436216991,1,0,"ENSMUSG00000034317",1.41497334797082,3.08350261983027
"2115","Trim6","Control",NA,NA,"0.15117",1467,"Control",1,1,0,0,"ENSMUSG00000072244",1.30102999566398,3.16643011384328
"2116","Trim62","intracellSignaling","Ubiquitinase","Ubiquitinase","0.00544",1425,"Immune",1,1,0,0,"ENSMUSG00000041000",1.17609125905568,3.15381486434453
"2117","Trim69","Effector","Effector","RestrFact","0.2591",1494,"Immune",0.00218635942146096,0.28993621188989,1,0,"ENSMUSG00000033368",1.07918124604762,3.17435059747938
"2118","Trim7","Effector","Effector","RestrFact","0.07474",1518,"Immune",0.629014049596017,1,0,0,"ENSMUSG00000040350",1.23044892137827,3.18127177155946
"2119","Trip12","Control",NA,NA,"0.02804",6075,"Control",0.0213240945786731,1,1,0,"ENSMUSG00000026219",2.49415459401844,3.78354628227035
"2120","Trpm2",NA,NA,NA,"0.07724",4524,"Immune",1.71327846609821e-06,1,1,0,"ENSMUSG00000009292",1.6232492903979,3.65552259625342
"2121","Trpv5","Control",NA,NA,"0.14993",2169,"Control",0.00964946003669935,1,1,0,"ENSMUSG00000036899",1.89762709129044,3.33625955201419
"2122","Tsen2","Control",NA,NA,"0.27081",1380,"Control",0.0681250490864563,1,0,0,"ENSMUSG00000042389",1.80617997398389,3.13987908640124
"2123","Tslp","CytoChemoRecept","CytoChemoRecept","CytoChemo","1.12528",408,"Immune",0,0,1,1,"ENSMUSG00000024379",2.31175386105575,2.61066016308988
"2124","Tsnax","Control",NA,NA,"0.05669",870,"Control",1,1,0,0,"ENSMUSG00000056820",1.70757017609794,2.93951925261862
"2125","Tspan31","Control",NA,NA,"0.15086",630,"Control",3.42071899979037e-05,0.00157131349518687,1,1,"ENSMUSG00000006736",1.43136376415899,2.79934054945358
"2126","Tspan6","Control",NA,NA,"0.07817",735,"Control",0.240255553617246,1,0,0,"ENSMUSG00000067377",1.74036268949424,2.86628733908419
"2127","Ttc17","Control",NA,NA,"0.07731",3594,"Control",0.60502291315776,1,0,0,"ENSMUSG00000027194",1.30102999566398,3.55557807277295
"2128","Ttc30a2","Control",NA,NA,"0.0307",1992,"Control",1,1,0,0,"ENSMUSG00000075272",1.53147891704226,3.29928933408768
"2129","Ttc33","Control",NA,NA,"0.10558",786,"Control",0.15257584710689,1,0,0,"ENSMUSG00000022151",1.50514997831991,2.89542254603941
"2130","Ttll1","Control",NA,NA,"0.01336",1269,"Control",1,1,0,0,"ENSMUSG00000022442",1.61278385671974,3.1034616220947
"2131","Ttyh3","Control",NA,NA,"0.03824",1572,"Control",0.00014740117091322,1,1,0,"ENSMUSG00000036565",1.51851393987789,3.19645254170339
"2132","Tubgcp6","Control",NA,NA,"0.22067",5322,"Control",0.000257065184800212,1,1,0,"ENSMUSG00000051786",1.76342799356294,3.72607487021537
"2133","Tvp23b","Control",NA,NA,"0.12708",615,"Control",0.0530951360285791,1,0,0,"ENSMUSG00000014177",1.30102999566398,2.78887511577542
"2134","Twsg1","Control",NA,NA,"0.05146",666,"Control",0.010198618241794,1,1,0,"ENSMUSG00000024098",1.56820172406699,2.8234742291703
"2135","Txk","intracellSignaling","Kinase","Kinase","0.13439",1581,"Immune",0.900067801538379,1,0,0,"ENSMUSG00000054892",1.74036268949424,3.19893186993221
"2136","Txlna","intracellSignaling","otherIntracellSignaling",NA,"0.08763",1671,"Immune",0.305856932087497,1,0,0,"ENSMUSG00000053841",1.44715803134222,3.22297644989339
"2137","Txlng","Control",NA,NA,"0.26566",1584,"Control",0.00218635942146096,0.0112052276120395,1,1,"ENSMUSG00000038344",1.30102999566398,3.19975517725347
"2138","Txndc11","Control",NA,NA,"0.21292",2853,"Control",0.801440151356788,1,0,0,"ENSMUSG00000022498",1.63346845557959,3.45530177165708
"2139","Txndc17","Control",NA,NA,"0.20347",369,"Control",0.0822823620272549,1,0,0,"ENSMUSG00000020803",1.38021124171161,2.56702636615906
"2140","Txnip","intracellSignaling","otherIntracellSignaling",NA,"0.03385",1158,"Immune",0.11652913646597,1,0,0,"ENSMUSG00000038393",2.02938377768521,3.06370855939142
"2141","Tyk2","intracellSignaling","Kinase","Kinase","0.14023",3591,"Immune",0.000167320550918505,1,1,0,"ENSMUSG00000032175",2.41329976408125,3.55521540512607
"2143","Uba5","intracellSignaling","Ubiquitinase","Ubiquitinase","0.13795",1194,"Immune",0.0187079667764602,1,1,0,"ENSMUSG00000032557",1.90308998699194,3.07700432679335
